Associated Groups,Description,ID,"


ID","

ⓘ


Associated Groups","


Version","


Created","


Last Modified"
Dragonfly,"A similar group emerged in 2015 and was identified by Symantec as Dragonfly 2.0. There is debate over the extent of the overlap between Dragonfly and Dragonfly 2.0, but there is sufficient evidence to lead to these being tracked as two separate groups. ",G0035,G0035,"TG-4192, Crouching Yeti, IRON LIBERTY, Energetic Bear",2.1,31 May 2017,12 October 2021
