Name,Associated Groups,Description,ID,Version,Created,Last Modified
Dragonfly,"TG-4192, Crouching Yeti, IRON LIBERTY, Energetic Bear","A similar group emerged in 2015 and was identified by Symantec as Dragonfly 2.0. There is debate over the extent of the overlap between Dragonfly and Dragonfly 2.0, but there is sufficient evidence to lead to these being tracked as two separate groups. ",G0035,2.0,31 May 2017,14 October 2020
